ts_code,fund_name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,C_flg
006942.OF,华泰柏瑞量化明选A,华泰柏瑞基金,中国建设银行,混合型,20190325,,,20190211,,9.7007,1.5,0.25,,1.0,0.001,,MSCI中国A股国际指数收益率*95%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20190425,20190425,O,0
005680.OF,财通资管价值成长A,财通证券资管,中国工商银行,混合型,20190325,,,20190201,,4.8044,1.2,0.2,,1.0,0.1,,沪深300指数收益率*70%+中债综合指数收益率*30%,L,混合型,契约型开放式,,20190425,20190425,O,0
006449.OF,浙商汇金量化精选灵活,浙商资管,中国农业银行,混合型,20190325,,,20190220,,2.8498,1.2,0.2,,1.0,0.1,,沪深300指数收益率*50%+中债总财富指数收益率*50%,L,灵活配置型,契约型开放式,,20190527,20190527,O,0
006535.OF,恒生前海恒锦裕利A,恒生前海基金,中国农业银行,混合型,20190320,,,20190118,,0.2908,0.4,0.05,,1.0,0.1,,中证全债指数收益率*70%+中证高股息精选指数收益率*15%+恒生高股息率指数收益率*10%+金融机构人民币活期存款基准利率(税后)*5%,L,混合型,契约型开放式,,20190327,20190327,O,0
006398.OF,宝盈祥颐定开A,宝盈基金,中国银行,混合型,20190320,,,20190222,,3.7435,1.0,0.2,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20190923,20190923,O,0
006781.OF,汇丰晋信港股通精选,汇丰晋信基金,交通银行,股票型,20190320,,,20190218,,6.9842,1.5,0.25,,1.0,0.1,,中证港股通综合指数收益率*90%+同业存款利率(税后)*10%,L,股票型,契约型开放式,,20190423,20190423,O,0
006624.OF,中泰玉衡价值优选A,中泰资管,招商银行,混合型,20190320,,,20190225,,13.8344,1.5,0.25,,1.0,0.001,,中证800指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20190618,20190618,O,0
007070.OF,博时颐泽稳健养老一年持有A,博时基金,中国工商银行,混合型,20190320,,,20190228,,6.0085,0.6,0.15,,1.0,0.001,,中证债券型基金指数收益率*75%+中证股票型基金指数收益率*20%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20190322,20200320,O,0
007028.OF,易方达中证500ETF联接A,易方达基金,中国工商银行,股票型,20190320,,,20190225,,4.492,0.15,0.05,,1.0,0.0001,,中证500指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190401,20190401,O,0
006179.OF,富国品质生活A,富国基金,中国工商银行,混合型,20190320,,,20181219,,9.0817,1.2,0.2,,1.0,0.001,,中证消费服务领先指数收益率*65%+中债综合全价指数收益率*20%+中证港股通大消费主题指数收益率*15%,L,混合型,契约型开放式,,20190419,20190419,O,0
006743.OF,中融央视财经50ETF联接A,国联基金,中国银行,股票型,20190320,,,20181224,,2.4399,0.5,0.1,,1.0,0.0001,,央视财经50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190422,20190422,O,0
006890.OF,摩根领先优选A,摩根基金,中国建设银行,混合型,20190320,,,20190218,,9.0083,1.5,0.25,,1.0,0.001,,沪深300指数收益率*40%+中证港股通综合指数收益率*30%+中债总指数收益率*30%,L,混合型,契约型开放式,,20190422,20190422,O,0
000006.OF,西部利得量化成长A,西部利得基金,中国农业银行,混合型,20190319,,,20190215,,1.7786,1.2,0.1,,1.0,0.001,,中证500指数收益率*75%+同期银行活期存款利率(税后)*25%,L,混合型,契约型开放式,,20190325,20190418,O,0
006364.OF,招商丰韵A,招商基金,中国工商银行,混合型,20190319,,,20190128,,2.4516,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*50%+中证全债指数收益率*40%+恒生指数收益率*10%,L,混合型,契约型开放式,,20190419,20190419,O,0
006700.OF,红土创新稳健A,红土创新基金,中国工商银行,混合型,20190313,,,20181212,,3.6475,1.0,0.25,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20190416,20190416,O,0
006704.OF,易方达MSCI中国A股国际通ETF联接A,易方达基金,中国银行,股票型,20190313,,,20190304,,0.8096,0.15,0.05,,1.0,0.0001,,MSCI中国A股国际通指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190325,20190325,O,0
006167.OF,德邦乐享生活A,德邦基金,交通银行,混合型,20190313,,,20181211,,3.7248,1.5,0.25,,1.0,0.001,,中债综合全价指数收益率*40%+中证健康产业指数收益率*20%+中证内地消费主题指数收益率*20%+中证中游制造产业指数收益率*20%,L,混合型,契约型开放式,,20190412,20190412,O,0
006923.OF,前海开源沪港深非周期A,前海开源基金,中国农业银行,股票型,20190313,,,20190201,,3.7956,1.2,0.2,,1.0,0.001,,恒生指数收益率*80%+中证全债指数收益率*20%,L,股票型,契约型开放式,,20190422,20190422,O,0
006218.OF,富国生物医药科技A,富国基金,中国建设银行,混合型,20190312,,,20181226,,21.1308,1.2,0.2,,1.0,0.001,,中证医药卫生指数收益率*40%+恒生医疗保健指数收益率(经汇率调整后)*40%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20190412,20190412,O,0
006122.OF,华安低碳生活A,华安基金,中国建设银行,混合型,20190312,,,20181211,,7.3953,1.2,0.2,,1.0,0.0001,,中证800指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20190415,20190415,O,0
006921.OF,南方智诚,南方基金,中国银行,混合型,20190312,,,20190218,,37.908,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,L,混合型,契约型开放式,,20190508,20190508,O,0
006121.OF,华安双核驱动A,华安基金,中国银行,混合型,20190308,,,20181207,,3.37,1.2,0.2,,1.0,0.0001,,中证800指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20190409,20190409,O,0
006780.OF,广发稳健策略,广发基金,中国农业银行,混合型,20190307,,,20190121,,19.2023,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+中证全债指数收益率*25%+人民币计价的恒生综合指数收益率*15%,L,混合型,契约型开放式,,20190408,20190408,O,0
006307.OF,嘉实养老2040五年A,嘉实基金,中国银行,混合型,20190306,,,20190201,,0.2565,0.8,0.15,,1.0,0.0001,,中证800指数收益率*59.50%+中债总财富指数收益率*40.50%,L,混合型,契约型开放式,,20190321,,O,0
006868.OF,华夏科技成长,华夏基金,中国银行,股票型,20190305,,,20190225,,13.8418,1.2,0.2,,1.0,0.0001,,中证TMT产业主题指数收益率*70%+中证港股通TMT主题指数收益率*20%+上证国债指数收益率*10%,L,股票型,契约型开放式,,20190410,20190410,O,0
006522.OF,财通新兴蓝筹A,财通基金,中国工商银行,混合型,20190228,,,20190109,,2.1241,1.2,0.2,,1.0,0.01,,沪深300指数收益率*75%+上证国债指数收益率*25%,L,混合型,契约型开放式,,20190411,20190411,O,0
006600.OF,人保沪深300,人保资产,交通银行,股票型,20190228,,,20190222,,2.0577,0.45,0.1,,1.0,0.001,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190306,20190306,O,0
001900.OF,诺安精选价值,诺安基金,中国工商银行,混合型,20190228,,,20190108,,3.9385,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+恒生指数收益率*30%+中债综合财富指数收益率*20%,L,混合型,契约型开放式,,20190328,20190328,O,0
006603.OF,嘉实互融精选,嘉实基金,中国工商银行,股票型,20190228,,,20181123,,3.4903,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*45%+恒生指数收益率*45%+中债综合财富指数收益率*10%,L,股票型,契约型开放式,,20190328,20190328,O,0
006228.OF,中欧医疗创新A,中欧基金,中国工商银行,股票型,20190228,,,20190111,,2.4404,1.2,0.2,,1.0,0.001,,中证医药卫生指数收益率*60%+恒生指数收益率*20%+中债综合指数收益率*20%,L,股票型,契约型开放式,,20190328,20190401,O,0
501002.OF,长信价值优选,长信基金,国泰君安,混合型,20190226,,,20190226,,,1.5,0.1,,1.0,,,沪深300指数收益率*75%+中证综合债券指数收益率*25%,L,混合型,契约型开放式,,20190318,20190318,O,0
006785.OF,东方量化多策略A,东方基金,中国农业银行,混合型,20190222,,,20190107,,3.3001,0.8,0.15,,1.0,0.0001,,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20190228,20190228,O,0
006803.OF,嘉实互通精选,嘉实基金,中国农业银行,股票型,20190220,,,20190107,,2.4715,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*50%+恒生指数收益率*40%+中债综合财富指数收益率*10%,L,股票型,契约型开放式,,20190329,20190329,O,0
006796.OF,富国消费升级A,富国基金,中国银行,混合型,20190220,,,20190102,,3.3305,1.2,0.2,,1.0,0.001,,申银万国消费品指数收益率*30%+中证港股通大消费主题指数收益率*30%+中证沪深港1100TMT指数收益率*20%+中债综合全价(总值)指数收益率*20%,L,混合型,契约型开放式,,20190322,20190322,O,0
006227.OF,华宝科技先锋A,华宝基金,中国银行,混合型,20190213,,,20181228,,2.5232,1.5,0.25,,1.0,0.0001,,中证TMT产业主题指数收益率*70%+人民币银行活期存款利率(税后)*30%,L,混合型,契约型开放式,,20190314,20190314,O,0
006446.OF,华夏海外聚享A美元现汇,华夏基金,中国银行,混合型,20190212,,,20190109,,0.3534,1.2,0.25,,0.156,,,(美国10年期国债收益率+1.5%)*70%+摩根士丹利资本国际全球指数(MSCI All Country World Index)收益率*30%,L,混合型,契约型开放式,,20190315,20190315,O,0
006445.OF,华夏海外聚享A,华夏基金,中国银行,混合型,20190212,,,20190109,,1.3321,1.2,0.25,,1.0,0.0001,,(美国10年期国债收益率+1.5%)*70%+摩根士丹利资本国际全球指数(MSCI All Country World Index)收益率*30%,L,混合型,契约型开放式,,20190315,20190315,O,0
006447.OF,华夏海外聚享A美元现钞,华夏基金,中国银行,混合型,20190212,,,20190109,,0.3534,1.2,0.25,,0.156,,,(美国10年期国债收益率+1.5%)*70%+摩根士丹利资本国际全球指数(MSCI All Country World Index)收益率*30%,L,混合型,契约型开放式,,20190315,20190315,O,0
006581.OF,建信优享稳健养老一年A,建信基金,中国农业银行,混合型,20190131,,,20190102,,8.1075,0.6,0.15,,1.0,0.001,,中债综合指数收益率*80%+中证800指数收益率*20%,L,混合型,契约型开放式,,20190222,20200203,O,0
005914.OF,景顺长城智能生活,景顺长城基金,中国农业银行,混合型,20190131,,,20190110,,15.272,1.5,0.25,,1.0,0.0001,,中证800指数收益率*50%+恒生指数收益率*30%+中国债券总指数收益率*20%,L,混合型,契约型开放式,,20190227,20190227,O,0
006692.OF,金信消费升级A,金信基金,中国工商银行,股票型,20190131,,,20190107,,0.1025,1.5,0.25,,1.0,0.001,,中证内地消费主题指数收益率*80%+中证综合债指数收益率*20%,L,股票型,契约型开放式,,20190319,20190319,O,0
006696.OF,汇添富研究优选灵活配置,汇添富基金,招商银行,混合型,20190131,,,20190110,,7.4078,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,L,灵活配置型,契约型开放式,,20220207,20220207,O,0
006857.OF,蜂巢卓睿灵活A,蜂巢基金,广发证券,混合型,20190130,,,20190114,,0.8409,1.5,0.2,,1.0,0.0001,,中证800指数收益率*55%+中证全债指数收益率*45%,L,灵活配置型,契约型开放式,,20190429,20190429,O,0
006601.OF,国融融泰A,国融基金,江苏银行,混合型,20190130,,,20190107,,3.4998,0.6,0.2,,1.0,0.0001,,上证国债指数收益率*60%+沪深300指数收益率*40%,L,灵活配置型,契约型开放式,,20190304,20190304,O,0
006644.OF,弘毅远方消费升级A,弘毅远方基金,广发证券,混合型,20190130,,,20190107,,4.0419,1.2,0.2,,1.0,0.001,,沪深300指数收益率*70%+上证国债指数收益率*25%+恒生指数收益率(使用估值汇率折算)*5%,L,混合型,契约型开放式,,20190415,20190415,O,0
005850.OF,财通沪深300指数增强,财通基金,中国光大银行,股票型,20190130,,,20181224,,4.5898,1.2,0.2,,1.0,0.01,,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20190312,20190312,O,0
006392.OF,中信保诚创新成长A,中信保诚基金,中国建设银行,混合型,20190130,,,20190102,,3.1541,1.5,0.25,,1.0,0.01,,沪深300指数收益率*40%+中证综合债指数收益率*40%+恒生指数收益率*20%,L,灵活配置型,契约型开放式,,20190304,20190304,O,0
006105.OF,宏利印度,宏利基金,中国农业银行,股票型,20190130,,,20181207,,3.7635,1.8,0.3,,1.0,0.0001,,MSCI印度指数收益率(经人民币汇率调整)*90%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,,20190215,20190215,O,0
006813.OF,博时汇悦回报,博时基金,中国银行,混合型,20190129,,,20190102,,3.4586,1.2,0.2,,1.0,0.001,,沪深300指数收益率*55%+中债综合财富(总值)指数收益率*35%+恒生综合指数收益率*10%,L,混合型,契约型开放式,,20190325,20190325,O,0
006051.OF,鹏扬核心价值A,鹏扬基金,招商银行,混合型,20190129,,,20181226,,2.3283,1.2,0.2,,1.0,0.001,,中证800指数收益率*70%+中债综合财富(总值)指数收益率*20%+恒生指数收益率*10%,L,灵活配置型,契约型开放式,,20190228,20190228,O,0
006555.OF,浦银安盛全球智能科技A,浦银安盛基金,招商银行,股票型,20190129,,,20190103,,3.1982,1.8,0.35,,1.0,0.001,,MSCI All Country World Index(MSCI ACWI 指数)总收益,L,股票型,契约型开放式,,20190222,20190222,O,0
006557.OF,海富通研究精选A,海富通基金,中国工商银行,混合型,20190129,,,20181123,,0.1489,1.5,0.25,,1.0,0.001,,中证800指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20190301,20190301,O,0
006013.OF,易方达鑫转招利A,易方达基金,招商银行,混合型,20190129,,,20181105,,3.8149,0.9,0.2,,1.0,0.0001,,中债新综合指数收益率*60%+中证可转换债券指数收益率*20%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,L,混合型,契约型开放式,,20190301,20190301,O,0
006250.OF,摩根动力精选A,摩根基金,中国银行,混合型,20190129,,,20181217,,2.2522,1.5,0.25,,1.0,0.01,,中证800指数收益率*80%+中债总指数收益率*20%,L,混合型,契约型开放式,,20190301,20190301,O,0
006720.OF,平安核心优势A,平安基金,中国工商银行,混合型,20190129,,,20181224,,0.7464,1.5,0.25,,1.0,0.01,,沪深300指数收益率*60%+中证全债指数收益率*25%+恒生综合指数收益率*15%,L,混合型,契约型开放式,,20190312,20190312,O,0
006270.OF,汇安核心成长A,汇安基金,中国银行,混合型,20190125,,,20181207,,1.7686,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,混合型,契约型开放式,,20190225,20190225,O,0
006580.OF,兴全安泰平衡养老(FOF)A,兴证全球基金,招商银行,混合型,20190125,,,20181224,,6.2898,0.5,0.15,,1.0,0.001,,中证偏股型基金指数收益率*50%+中债综合(全价)指数收益率*50%,L,混合型,契约型开放式,,20190225,20220124,O,0
006527.OF,富国优质发展A,富国基金,中国民生银行,混合型,20190125,,,20190107,,3.2519,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+中债综合全价指数收益率*40%,L,混合型,契约型开放式,,20190228,20190228,O,0
006281.OF,万家人工智能A,万家基金,中国建设银行,混合型,20190125,,,20181224,,2.2046,1.5,0.25,,1.0,0.001,,中证800指数收益率*65%+上证国债指数收益率*35%,L,混合型,契约型开放式,,20190226,20190226,O,0
006736.OF,国投瑞银先进制造,国投瑞银基金,中国建设银行,混合型,20190125,,,20181224,,2.8876,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20190225,20190225,O,0
006687.OF,方正富邦深证100ETF联接A,方正富邦基金,中国建设银行,股票型,20190124,,,20181130,,0.1615,0.5,0.1,,1.0,0.001,,深证100价格指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190225,20190225,O,0
006328.OF,易方达中证海外互联ETF联接C人民币,易方达基金,招商银行,股票型,20190118,,,20190102,,4.041,0.6,0.25,,1.0,0.0001,,中证海外中国互联网50指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190219,20190219,O,0
006329.OF,易方达中证海外互联ETF联接A美元,易方达基金,招商银行,股票型,20190118,,,20190102,,0.0,0.6,0.25,,0.1478,0.0001,,中证海外中国互联网50指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190219,20190219,O,0
006327.OF,易方达中证海外互联ETF联接A人民币,易方达基金,招商银行,股票型,20190118,,,20190102,,0.3184,0.6,0.25,,1.0,0.0001,,中证海外中国互联网50指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190219,20190219,O,0
006330.OF,易方达中证海外互联ETF联接C美元,易方达基金,招商银行,股票型,20190118,,,20190102,,0.0,0.6,0.25,,0.1478,0.0001,,中证海外中国互联网50指数收益率*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190219,20190219,O,0
006202.OF,交银核心资产,交银施罗德基金,中国农业银行,混合型,20190118,,,20181210,,7.8057,1.2,0.2,,1.0,0.001,,沪深300指数收益率*50%+恒生指数收益率*30%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20190218,20190218,O,0
005970.OF,国泰消费优选,国泰基金,中国银行,股票型,20190117,,,20181015,,2.976,1.2,0.2,,1.0,0.001,,中证内地消费主题指数收益率*85%+中证综合债指数收益率*15%,L,股票型,契约型开放式,,20190218,20190218,O,0
005979.OF,南方合顺多资产A,南方基金,中国建设银行,混合型,20190117,,,20181016,,0.4689,1.0,0.2,,1.0,0.0001,,上证国债指数收益率*60%+沪深300指数收益率*40%,L,混合型,契约型开放式,,20190222,20190222,O,0
003822.OF,中信建投行业轮换A,中信建投基金,招商银行,混合型,20190117,,,20181203,,0.4193,1.5,0.25,,1.0,0.01,,沪深300指数收益率*60%+中证综合债指数收益率*40%,L,混合型,契约型开放式,,20190218,20190218,O,0
006257.OF,信澳先进智造,信达澳亚基金,中国建设银行,股票型,20190117,,,20181119,,3.0683,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中证港股通综合指数收益率*20%+中证综合债指数收益率*20%,L,股票型,契约型开放式,,20190218,20190218,O,0
006712.OF,前海开源MSCI中国A股消费A,前海开源基金,中国建设银行,股票型,20190117,,,20181213,,0.1159,0.5,0.1,,1.0,0.001,,MSCI中国A股消费指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190218,20190218,O,0
006526.OF,鹏华优选回报A,鹏华基金,中国工商银行,混合型,20190115,,,20181015,,3.3156,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中证综合债指数收益率*20%,L,灵活配置型,契约型开放式,,20190213,20190213,O,0
005855.OF,中科沃土沃瑞A,中科沃土基金,交通银行,混合型,20190114,,,20180928,,0.0899,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债综合全价(总值)指数收益率*40%,L,灵活配置型,契约型开放式,,20190201,20190201,O,0
006593.OF,博道中证500指数增强A,博道基金,招商银行,股票型,20190103,,,20181203,,2.4586,0.75,0.1,,1.0,0.001,,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20190403,20190403,O,0
006763.OF,汇添富养老2030三年A,汇添富基金,中国建设银行,混合型,20181227,,,20181210,,2.5177,0.8,0.2,,1.0,0.0001,,中证800指数收益率*51%+中债综合指数收益率*49%,L,混合型,契约型开放式,,20190108,20211228,O,0
006652.OF,富国金融地产行业A,富国基金,招商银行,混合型,20181227,,,20181203,,2.0715,1.2,0.2,,1.0,0.001,,中证金融地产行业指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20190114,20190114,O,0
005933.OF,前海联合先进制造A,新疆前海联合基金,兴业银行,混合型,20181226,,,20181211,,1.9119,1.5,0.25,,1.0,0.0001,,申银万国制造业指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20190326,20190326,O,0
006081.OF,海富通电子信息传媒产业A,海富通基金,中国工商银行,股票型,20181226,,,20181102,,0.5357,1.5,0.25,,1.0,0.001,,中证TMT产业主题指数收益率*70%+中证港股通TMT主题指数收益率*15%+上证国债指数收益率*15%,L,股票型,契约型开放式,,20190124,20190124,O,0
006072.OF,民生加银创新成长A,民生加银基金,中国工商银行,混合型,20181226,,,20181113,,2.261,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*30%+恒生综合指数收益率*10%,L,混合型,契约型开放式,,20190226,20190226,O,0
006292.OF,易方达汇诚养老2043三年A,易方达基金,中国建设银行,混合型,20181226,,,20181203,,2.2819,0.9,0.2,,1.0,0.0001,,沪深300指数收益率*55%+中债新综合总财富指数收益率*40%+活期存款利率*5%,L,混合型,契约型开放式,,20190121,20211222,O,0
005833.OF,工银红利优享A,工银瑞信基金,招商银行,混合型,20181225,,,20180921,,0.0702,1.0,0.2,,1.0,0.001,,中债综合财富(总值)指数收益率*40%+恒生港股通高股息低波动指数收益率(经汇率调整后)*30%+沪深300红利指数收益率*30%,L,灵活配置型,契约型开放式,,20190125,20190125,O,0
006419.OF,人保优势产业A,人保资产,中国建设银行,混合型,20181225,,,20181129,,0.287,1.5,0.2,,1.0,0.001,,沪深300指数收益率*75%+中债综合(全价)指数收益率*25%,L,混合型,契约型开放式,,20190128,20190128,O,0
006748.OF,富国中证价值ETF联接A,富国基金,中国建设银行,股票型,20181225,,,20181206,,2.5594,0.6,0.1,,1.0,0.001,,中证国信价值指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190104,20190104,O,0
006034.OF,富国MSCI中国A股国际通增强,富国基金,中国建设银行,股票型,20181225,,,20181114,,2.2761,1.0,0.15,,1.0,0.001,,MSCI中国A股国际通指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20190104,20190104,O,0
006220.OF,工银上证50ETF联接A,工银瑞信基金,招商银行,股票型,20181225,,,20181122,,0.0822,0.5,0.1,,1.0,0.001,,上证50指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190115,20190115,O,0
006154.OF,华安制造先锋A,华安基金,中国银行,混合型,20181225,,,20181126,,2.6652,1.2,0.2,,1.0,0.0001,,中证800指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20190123,20190123,O,0
006298.OF,广发稳健养老目标一年持有A,广发基金,中国工商银行,混合型,20181225,,,20181112,,5.1953,0.6,0.15,,1.0,0.001,,中证债券型基金指数收益率*70%+中证股票型基金指数收益率*25%+银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20190108,20191225,O,0
006377.OF,广发趋势动力A,广发基金,中国建设银行,混合型,20181225,,,20181015,,2.589,1.2,0.2,,1.0,0.001,,沪深300指数收益率*65%+中证全债指数收益率*35%,L,灵活配置型,契约型开放式,,20190124,20190124,O,0
006642.OF,华泰保兴吉年利,华泰保兴基金,中国银行,混合型,20181225,,,20181219,,2.1001,0.7,0.1,,1.0,,,沪深300指数收益率*70%+中债总指数(全价)收益率*30%,L,混合型,契约型开放式,,20190325,20190325,O,0
006408.OF,汇添富消费升级A,汇添富基金,中国工商银行,混合型,20181221,,,20180919,,2.5195,1.2,0.2,,1.0,0.001,,中证主要消费行业指数收益率*30%+中证可选消费行业指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20190218,20190218,O,0
006424.OF,嘉合锦程价值精选A,嘉合基金,中国工商银行,混合型,20181220,,,20181119,,0.0504,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,混合型,契约型开放式,,20190110,20190110,O,0
006551.OF,中庚价值领航,中庚基金,华泰证券,混合型,20181219,,,20181119,,8.9357,1.5,0.1,,1.0,0.1,,中证800指数收益率*50%+中证港股通综合指数(人民币)收益率*25%+上证国债指数收益率*25%,L,混合型,契约型开放式,,20190121,20190121,O,0
006305.OF,银华尊和养老2035三年持有A,银华基金,中国建设银行,混合型,20181213,,,20181105,,2.103,0.9,0.2,,1.0,0.001,,中证全债指数收益率*60%+沪深300指数收益率*40%,L,混合型,契约型开放式,,20190103,20211213,O,0
006297.OF,富国鑫旺稳健养老一年持有A,富国基金,中国建设银行,混合型,20181213,,,20181105,,8.8326,1.0,0.2,,1.0,0.001,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20190102,20191216,O,0
006568.OF,国联安行业领先,国联安基金,招商银行,混合型,20181213,,,20181111,,4.793,1.5,0.25,,1.0,0.001,,沪深300指数收益率*75%+上证国债指数收益率*25%,L,混合型,契约型开放式,,20190313,20190313,O,0
006348.OF,银华盛利A,银华基金,中国工商银行,混合型,20181213,,,20181203,,0.1015,1.2,0.2,,1.0,0.001,,中证800指数收益率*45%+中证全债指数收益率*40%+恒生指数收益率*15%,L,混合型,契约型开放式,,20181218,20181218,O,0
006294.OF,万家稳健养老(FOF)A,万家基金,中国建设银行,混合型,20181213,,,20181025,,2.1944,0.9,0.2,,1.0,0.001,,三年期银行定期存款利率*80%+中证800指数收益率*20%,L,混合型,契约型开放式,,20190104,20211213,O,0
006366.OF,兴业安保优选,兴业基金,中国银行,混合型,20181207,,,20180904,,2.6387,1.5,0.2,,1.0,0.01,,中证国防安全指数收益率*60%+中债综合全价指数收益率*40%,L,混合型,契约型开放式,,20181213,20181213,O,0
005848.OF,银华裕利,银华基金,中国农业银行,混合型,20181207,,,20181119,,0.1344,1.2,0.2,,1.0,0.001,,中证全债指数收益率*40%+中证800指数收益率*30%+恒生指数收益率(使用估值汇率调整)*30%,L,混合型,契约型开放式,,20190304,20190304,O,0
006611.OF,人保中证500,人保资产,交通银行,股票型,20181207,,,20181203,,2.5539,0.45,0.1,,1.0,0.001,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20181211,20181212,O,0
006296.OF,鹏华养老2035三年A,鹏华基金,中国建设银行,混合型,20181205,,,20181022,,2.6027,0.6,0.15,,1.0,0.0001,,中证800指数收益率*60%+中证全债指数收益率*40%,L,混合型,契约型开放式,,20190109,20211206,O,0
006567.OF,中泰星元价值优选A,中泰资管,宁波银行,混合型,20181205,,,20181119,,9.568,1.5,0.1,,1.0,0.001,,中证800指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20190304,20190304,O,0
006457.OF,平安估值优势A,平安基金,中国银行,混合型,20181205,,,20181015,,0.1006,0.8,0.12,,1.0,0.01,,沪深300指数收益率*60%+中证全债指数收益率*25%+恒生综合指数收益率*15%,L,灵活配置型,契约型开放式,,20190107,20190107,O,0
006430.OF,凯石澜龙头经济一年持有,凯石基金,渤海银行,混合型,20181205,,,20181101,,2.0597,1.2,0.1,,1.0,0.001,,沪深300指数收益率*60%+中债总全价指数收益率*40%,L,混合型,契约型开放式,,20191206,20191206,O,0
006302.OF,银华行业轮动,银华基金,中国工商银行,混合型,20181203,,,20180926,,2.6041,1.2,0.2,,1.0,0.001,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20190103,20190103,O,0
006502.OF,财通集成电路产业A,财通基金,中国工商银行,股票型,20181129,,,20181023,,0.7172,1.2,0.2,,1.0,0.01,,中证500指数收益率*80%+上证国债指数收益率*20%,L,股票型,契约型开放式,,20190228,20190228,O,0
